Code,title,Fully Specified Name,Description,Inclusions,Exclusions
1C10.1,Abdominal actinomycosis,,"This is a cervicofacial infectious bacterial disease caused by Actinomyces species such as Actinomyces israelii or A. gerencseriae. It can also be caused by Propionibacterium propionicus, and the condition is likely to be polymicrobial aerobic anaerobic infection.",,
1C10.2,Cervicofacial actinomycosis,,"Cervicofacial actinomycosis is the commonest clinical form of actinomycosis, a sporadically occurring endogenous polymicrobial inflammatory process in which fermentative actinomycetes of the genera Actinomyces (especially A. israelii and A. gerencseriae), Propionibacterium and Bifidobacterium act as the principal pathogens. The typical presentation is a slowly progressive development from painless tissue infiltration and induration of soft tissues of the face and neck to multiple abscesses and draining sinus tracts discharging pus. Actinomycosis is a major factor and indicator of poor prognosis in infected osteoradionecrosis of the jaws following radiation therapy for head and neck cancer.",,
1C10.3,Primary cutaneous actinomycosis,,,,
1C11,Bartonellosis,,Any infection caused by the gram-negative bacteria Bartonella.,,
1C11.0,Carrion disease,,"Infection by Bartonella bacilliformis which can present as a systemic illness, Oroya fever, or as a benign skin eruption, verruga peruana.",,
1C11.00,Oroya fever,,"A disease commonly caused by an infection with the gram-negative bacteria Bartonella bacilliformis. This disease is characterised by severe haemolytic anaemia and transient immunosuppression. This disease may present with fever, malaise, or jaundice. Transmission is through the bite of infected sandflies from the genus Lutzomyia. Confirmation is by identification of Bartonella bacilliformis in a blood sample.",,
1C11.01,Verruga peruana,,"A disease caused by an infection with the gram-negative bacteria Bartonella bacilliformis. This disease is characterised by multiple nodular and red-to-purple vascular skin lesions, subsequent to Oroya fever. Transmission is through the bite of infected sandflies from the genus Lutzomyia.",,
1C11.1,Trench fever,,"A disease caused by an infection with the gram-negative bacteria Bartonella quintana. This disease is characterised by fever, headache, rash, bone pain, or may be asymptomatic. Transmission is through the bite of infected body lice. Confirmation is by identification of Bartonella quintana in a blood sample. Bartonella quintana was formerly known as Rickettsia quintana.",Quintan fever,
1C12,Whooping cough,,"A disease of the upper respiratory tract, caused by an infection with the gram-negative bacteria Bordetella. This disease typically presents with paroxysmal cough, inspiratory whoop, and fainting or vomiting after coughing. Transmission is by inhalation of infected respiratory secretions. Confirmation is by identification of Bordetella from nasopharyngeal samples or sputum, or detection of antibodies against Bordetella.",,
1C12.0,Whooping cough due to Bordetella pertussis,,"A disease of the upper respiratory tract, caused by an infection of the gram-negative bacteria Bordetella pertussis. This disease typically presents with paroxysmal cough, inspiratory whoop, and fainting or vomiting after coughing. Transmission is by inhalation of infected respiratory secretions. Confirmation is by identification of Bordetella pertussis from nasopharyngeal samples or sputum, or detection of antibodies against Bordetella pertussis.",,
1C12.1,Whooping cough due to Bordetella parapertussis,,"A disease of the upper respiratory tract, caused by an infection of the gram-negative bacteria Bordetella parapertussis. This disease typically presents with a mild clinical presentation of paroxysmal cough, inspiratory whoop, and fainting or vomiting after coughing. Transmission is by inhalation of infected respiratory secretions. Confirmation is by identification of Bordetella parapertussis from nasopharyngeal samples or sputum, or detection of antibodies against Bordetella parapertussis.",,
1C13,Tetanus,Tetanus other than obstetrical and neonatal,"A disease of the skeletal muscle fibres, caused by an infection with the gram-positive bacteria Clostridium tetani. This disease is characterised by muscle spasms. Transmission is by direct contact of Clostridium tetani to an open wound.",,Obstetrical tetanus; Tetanus neonatorum
1C14,Obstetrical tetanus,,A disease caused by an infection with the gram-positive bacteria Clostridium tetani. This disease is characterised by a prolonged contraction of skeletal muscle fibres during pregnancy or within six weeks of termination of pregnancy. Transmission is by direct contact.,,
1C15,Tetanus neonatorum,,"A disease affecting neonates, caused by an infection with the gram-positive bacteria Clostridium tetani. This disease is characterised by systemic muscle spasms that arise within the first few days after delivery. Transmission is commonly by direct contact or lack of maternal immunity.",,
1C16,Gas gangrene,,"Gas gangrene or clostridial myonecrosis is a potentially fatal, rapidly progressive necrotizing infection of muscle and soft tissue resulting from bacterial invasion of healthy muscle from adjacent traumatized muscle or soft tissue. The infection originates in a wound contaminated with bacteria of the genus Clostridium. C. perfringens accounts for the majority of cases (over eighty percent), while C. novyi, C. septicum, and C. histolyticum cause most of the other cases.",,
1C17,Diphtheria,,"A disease commonly of the respiratory system, caused by an infection of the gram-positive bacteria Corynebacterium diphtheriae. This disease is characterised by sore throat, fever, and a pseudomembrane on the tonsils, pharynx, or nasal cavity. Transmission is by inhalation of infected respiratory secretions, or direct cutaneous contact. Confirmation is by identification of Corynebacterium diphtheriae from a throat swab or infected tissue, and by clinical signs.",,
1C17.0,Pharyngeal or tonsillar diphtheria,,,Diphtheritic membranous angina,
1C17.00,Postdiphtheritic paralysis of uvula,,,,
1C17.1,Nasal diphtheria,,,,
1C17.2,Laryngeal diphtheria,,"localised infection of mucous membranes of the larynx caused by toxigenic strains of Corynebacterium diphtheriae; it is characterised by the presence of a pseudomembrane at the site of infection; diphtheria toxin, produced by C. diphtheriae, can cause myocarditis, polyneuritis, and other systemic toxic effects.",Diphtheritic laryngotracheitis,
1C17.3,Cutaneous diphtheria,,,,Erythrasma
1C18,Brazilian purpuric fever,,"A disease affecting children, caused by an infection with the gram-negative bacteria Haemophilus aegyptius (Haemophilus influenzae biogroup aegyptius). This disease is characterised by fever, nausea, vomiting, purpuric lesions, and sepsis, that is preceded by conjunctivitis. Transmission may be by mechanical transmission from infected eye gnats, contact with discharge from infected individuals, or fomites used near the eyes. Confirmation is by identification of Haemophilus aegyptius from blood.",Systemic Haemophilus aegyptius infection,
1C19,Legionellosis,,"Legionellosis varies in severity from a mild febrile illness to a serious and sometimes fatal form of pneumonia and is caused by exposure to Legionella species found in water, and potting mixes.

Legionellosis is a generic term describing the pneumonic and non-pneumonic forms of infection with Legionella.",,
1C19.0,Nonpneumonic Legionnaires' disease,,"The non-pneumonic form (Pontiac fever) is an acute, self-limiting flu-like illness usually lasting 2–5 days. The incubation period is from a few and up to 48 hours. The main symptoms are fever, chills, headache, malaise and muscle pain (myalgia).",,
1C19.1,Legionnaires disease,,"Legionnaires’ disease, the pneumonic form, has an incubation period of 2 to 10 days (but up to 16 days has been recorded in some outbreaks). Initially, symptoms are fever, loss of appetite, headache, malaise and lethargy. Some patients may also have muscle pain, diarrhoea and confusion. There is also usually an initial mild cough, but as many as 50% of patients can present phlegm. Blood-streaked phlegm or hemoptysis occurs in about one-third of the patients. The severity of disease ranges from a mild cough to a rapidly fatal pneumonia. Death occurs through progressive pneumonia with respiratory failure and/or shock and multi-organ failure.",,
1C1A,Listeriosis,,"A disease caused by an infection with the gram-positive bacteria Listeria. This disease commonly presents with fever and muscle aches, followed by gastrointestinal symptoms.",listerial foodborne infection,
1C1A.0,Cutaneous listeriosis,,"This is a bacterial infection caused by a Gram-positive, motile bacterium, Listeria monocytogenes. Listeriosis occurs primarily in newborn infants, elderly patients, and patients who are immunocompromised.",,
1C1A.1,Listerial meningitis or meningoencephalitis,,"A disease of the meninges or brain, caused by an infection with the gram-positive bacteria Listeria. This disease is characterised by fever, headache, or neurological deficits. Transmission is through haematogenous spread to the meninges from ingestion of contaminated food. Confirmation is by identification of Listeria from cerebrospinal fluid.",,
1C1B,Nocardiosis,,"A disease caused by an infection with the gram-positive bacteria Nocardia. This disease presents with symptoms depending on the site of infection (commonly lung, brain, or skin). Transmission is by inhalation of Nocardia from soil or water, or by direct cutaneous contact. Confirmation is by identification of Nocardia in samples from affected sites.",,
1C1B.0,Pulmonary nocardiosis,,"A disease of the respiratory system, caused by an infection with the gram-positive bacteria Nocardia. This disease is characterised by chest pain, haemoptysis, fever, weight loss, and cough. Transmission is by inhalation of Nocardia from soil or water. Confirmation is by identification of Nocardia in sputum samples, or lung biopsy.",,
1C1B.1,Cutaneous nocardiosis,,Cutaneous nocardiosis may be due to direct infection of the skin where it presents either as a solitary cold abscess or as a lymphangitic process in which infection spreads up lymphatic channels to form a linear array of suppurative nodules. Skin involvement is also present in a third of cases of systemic nocardiosis.,,Actinomycetoma due to Nocardia species
1C1C,Meningococcal disease,,"This illness is severe and includes infections of the lining of the brain and spinal cord (meningitis) and generalised bloodstream infections (bacteraemia with or without sepsis).

Meningococcus bacteria (Neisseria meningitidis) are spread through the exchange of respiratory and throat secretions like spit (e.g., by living in close quarters, kissing). Meningococcal disease can be treated with antibiotics, but quick medical attention is extremely important. Keeping up to date with recommended vaccines is the best defence against meningococcal disease.",Meningococcal infection,
1C1C.0,Meningococcal meningitis,,"A condition of the meninges, caused by an infection with the gram-negative bacteria Neisseria meningitidis. This condition is characterised by high fever, stiff neck, severe headache, vomiting, purpura, photophobia, and sometimes chills, altered mental status, or seizures. Transmission is through haematogenous spread to the meninges after droplet transmission or direct contact. Confirmation is by identification of Neisseria meningitidis in CSF (cerebrospinal fluid), for example, by agglutination test or polymerase chain reaction.",Meningitis due to Neisseria meningitidis,
1C1C.1,Waterhouse-Friderichsen syndrome,,"A syndrome characterised by adrenal insufficiency due to bleeding into the adrenal glands (mostly bilateral but sometimes also unilateral) due to the severe infection, commonly caused by an infection with meningococcus (Neisseria meningitidis). However, it can also be caused by infections with other bacteria such as Streptococcus pneumoniae or Haemophilus influenzae or even due to some severe viral infections. 
This syndrome may present with fever, chills, vomiting, myalgia, or rash, with progression to disseminated intravascular coagulation. Transmission of the underlying infections is by direct contact or droplet transmission.",meningococcal haemorrhagic adrenalitis,
1C1C.2,Meningococcaemia,,"A condition caused by an infection with the gram-negative bacteria Neisseria meningitidis that leads to a severe systemic inflammatory response. This condition is characterised by fever, rash, and myalgia. Transmission is by direct contact or droplet transmission. Confirmation is by identification of Neisseria meningitidis in blood samples.",,
1C1C.20,Acute meningococcaemia,,"A condition caused by an infection with the gram-negative bacteria Neisseria meningitidis that leads to a severe systemic inflammatory response. This condition is characterised by fever, chills, myalgia, nausea, or petechial rash, with progression to shock and disseminated intravascular coagulation. Transmission is by direct contact or droplet transmission. Confirmation is by identification of Neisseria meningitidis in blood samples.",,
1C1D,Yaws,,"An infectious disease caused by Treponema pallidum subsp. pertenue which mainly affects children in rural communities in the humid tropics. It affects the skin and bones, is spread by skin to skin contact, and is not sexually transmitted, but cannot be distinguished serologically from syphilis.",,
1C1D.0,Primary yaws,,"Primary yaws results from primary inoculation of Treponema pallidum subsp. pertenue into the skin, manifesting 2-12 weeks later as a localised papule (initial, primary or ‘mother' yaw) before developing into a large non-tender ulcerating nodule, often resembling a raspberry (hence the name ‘framboesia’). The primary lesion is most commonly located on the legs and ankles may also be found on the buttocks, arms, hands, and face. It usually heals after 3–6 months and is still present at the onset of the secondary stage in only a minority (9-15%).",Chancre of yaws; Primary framboesia,
1C1D.1,Secondary yaws,,"Secondary yaws results from lymphatic and haematogenous spread of Treponema pallidum subsp. pertenue spirochaetes from the initial inoculation site and appears from a few weeks to 2 years after the primary infection. The commonest initial symptoms are non-specific and include arthralgia and malaise. Secondary skin lesions consist of multiple papules and nodules similar to the initial lesion but smaller. They may be localised, regional or generalised; they may ulcerate and on moist areas may mimic syphilitic condylomata lata. Hyperkeratotic plaques on the palms and soles may develop painful fissures and secondary infection, resulting in a characteristic ‘crab-like’ gait.",,
1C1D.2,Tertiary yaws,,"Tertiary yaws develops in <10% of untreated infected individuals after and interval of 5 years or more. The late stage skin lesions are characterised by gummatous nodules with necrotic tissue destruction, followed by debilitating scarring and contracture. Destructive osteitis can result in ulceration of the palate and nasopharynx (‘gangosa’), or bowing of the tibia (sabre shins). Hypertrophic periostitis at periarticular sites can lead to exostosis of the paranasal maxillae (‘goundou’).",,
1C1D.3,Latent yaws,,"Latent yaws is defined as yaws with no clinical signs and only serological evidence of infection (reactive treponemal and non-treponemal tests). Infectious relapses may occur in latent cases for up to 5 and, rarely, 10 years. The total duration of infectivity for an untreated yaws patient, including relapses, is thought to be about 12-18 months.","Yaws without clinical manifestations, with positive serology",
1C1E,Pinta,,"A disease of the skin, caused by an infection with the gram-negative bacteria Treponema pallidum carateum. This disease is characterised by hyperkeratosis and hyperpigmentation. Transmission may be by direct contact.",,
1C1E.0,Primary lesions of pinta,,The primary stage of pinta is characterised by a sparse eruption of cutaneous papules and erythematous scaly plaques. This stage may last for months to years.,Primary chancre of pinta,
1C1E.1,Intermediate lesions of pinta,,"The intermediate stage of pinta develops months to years after the primary stage and is characterised by more extensive lesions (known as pintids) which gradually change from pink to blue, black or grey and become atrophic.",Pintids,
1C1E.2,Late lesions of pinta,,"Late lesions of pinta are confined to the skin and are characterised by dyschromia and atrophy. They typically take between two and four years to develop following initial infection. The skin appears mottled and atrophic with numerous irregular and variegated hypermelanotic, hypomelanotic and amelanotic patches typically involving the wrists, palms, ankles, and elbows, as well as the skin around and within old lesions.",Hypomelanosis due to late pinta,
1C1E.3,Mixed lesions of pinta,,,,
1C1F,Endemic non-venereal syphilis,,"Endemic non-venereal syphilis is caused by Treponema pallidum subspecies endemicum and is transmitted by skin-to-skin or mouth-to-mouth contact rather than sexual contact. Children are at greatest risk of infection. Clinical features are similar to venereal syphilis with a primary ulcer (usually in the mouth or on the nipples of breast-feeding women nursing infected children) and, in the secondary stage, a generalised papular rash, oral mucous patches, condylomata lata and generalised lymphadenopathy. Late stage infection is characterised by destructive gummata of the nasopharynx (gangosa), bones and skin.",Bejel; Endemic syphilis; Njovera,
1C1G,Lyme borreliosis,,"A tick-borne infection by the spirochaete Borrelia burgdorferi. Lyme borreliosis typically presents with a characteristic rash, erythema chronicum migrans, at an average of seven days after a bite from an infected tick. The rash may be accompanied by flu-like symptoms. Disseminated infection may cause meningitis, cranial neuropathies and carditis amongst other manifestations. Late disease, months to years after initial infection, may present with a pauciarticular arthritis or with encephalomyelitis.",,
1C1G.0,Early cutaneous Lyme borreliosis,,"Borrelia burgdorferi infection involving the skin, typically as erythema migrans, the commonest presentation of Lyme disease.",Erythema migrans,
1C1G.1,Disseminated Lyme borreliosis,,,,
1C1G.10,Lyme neuroborreliosis,,,,
1C1G.11,Lyme carditis,,,,
1C1G.12,Ophthalmic Lyme borreliosis,,,,
1C1G.13,Lyme arthritis,,,,
1C1G.14,Late cutaneous Lyme borreliosis,,,,
1C1H,Necrotising ulcerative gingivitis,,"Necrotising ulcerative gingivitis (NUG) is a condition affecting the gums that is caused by a bacterial infection. It is a form of periodontal (gum) disease. But unlike other forms, it typically develops quickly and causes moderate to severe pain. ""Necrotising"" means that the condition destroys tissue. ""Ulcerative"" refers to sores that can appear on the gums.",Fusospirochaetal gangrene,
1C1H.0,Other Vincent infections,,,,
1C1J,Relapsing fever,,,,
1C1J.0,Tick-borne relapsing fever,,"A disease caused by an infection with the bacteria Borrelia. This disease is characterised by repeated episodes of fever, with the febrile episode lasting for approximately 3 days, followed by the afebrile state of approximately 7 days. Transmission is through the bite of an infected soft tick (from the genus Ornithodoros). Confirmation is by identification of spirochete bacteria from a blood smear, bone marrow, or cerebrospinal fluid.",Relapsing fever due to any Borrelia species other than Borrelia recurrentis,
1C1J.1,Louse-borne relapsing fever,,"A spirochaetal infection caused by the human to human transmission of Borrelia recurrentis by the human body louse. Epidemics are associated with poor living conditions as may result from famine or war. Episodic fever may progress to severe jaundice, haemorrhage, confusion and death. Confirmation is by identification of Borrelia in blood films.",Relapsing fever due to Borrelia recurrentis,
1C20,Chlamydial conjunctivitis,,Chlamydial conjunctivitis is often a sexually transmitted infection of conjunctiva caused by bacteria Chlamydia trachomatis serovars D-K. The symptoms include that one or both eyes will be red with a sticky discharge and swollen eyelids.,Paratrachoma,Trachoma; Neonatal conjunctivitis due to Chlamydia
1C21,Chlamydial peritonitis,,"This is a sexually transmitted infection that causes an inflammation of the peritoneum, the thin tissue that lines the inner wall of the abdomen and covers most of the abdominal organs.",,
1C22,Infections due to Chlamydia psittaci,,"Any condition caused by an infection with the gram-negative bacteria Chlamydia psittaci. These conditions are characterised by variable clinical presentations such as fever, cough, headaches, chills, fatigue, nausea, vomiting, diarrhoea, or pneumonia. Transmission is commonly by inhalation of aerosol contaminated with body fluids from infected birds, or direct contact with infected birds. Confirmation is by identification of Chlamydia psittaci.",ornithosis; parrot fever; psittacosis,
1C23,Trachoma,,"A disease caused by an infection with the gram-negative bacteria Chlamydia trachomatis serovars A, B, and C. This disease is characterised by a roughening of the inner surfaces of the eyes, and inflammation that may lead to superficial vascularization of the cornea (pannus) and scarring of the conjunctiva. Long term effects include blindness or other visual impairments. Transmission is by direct or indirect contact with the eyes or nose of an infected individual.",,
1C23.0,Initial stage of trachoma,,This refers to the initial stage of an infectious disease caused by the Chlamydia trachomatis bacterium which produces a characteristic roughening of the inner surface of the eyelids.,Trachoma dubium,
1C23.1,Active stage of trachoma,,This refers to the active stage of an infectious disease caused by the Chlamydia trachomatis bacterium which produces a characteristic roughening of the inner surface of the eyelids.,,
1C30,Typhus fever,,"A disease caused by an infection with the gram-negative bacteria Rickettsia. This disease is characterised by fever, delirium, back pain, or arthralgia. Transmission is commonly through the bite of an infected flea, louse, mite, or tick.",,Rickettsiosis due to Ehrlichia sennetsu
1C30.0,Epidemic louse-borne typhus fever due to Rickettsia prowazekii,,"This is a form of typhus so named because the disease often causes epidemics following wars and natural disasters. The causative organism is Rickettsia prowazekii, transmitted by the human body louse (Pediculus humanus corporis). This diagnosis is due to a species of gram-negative, obligate intracellular parasitic, aerobic bacteria (belonging to the class Alphaproteobacteria) that is the aetiologic agent of epidemic typhus, transmitted in the faeces of lice.",,
1C30.1,Recrudescent typhus,,"This is a form of typhus so named because the disease often causes epidemics following wars and natural disasters. The causative organism is Rickettsia prowazekii, transmitted by the human body louse (Pediculus humanus corporis).",Brill-Zinsser disease,
1C30.2,Typhus fever due to Rickettsia typhi,,,,
1C30.3,Typhus fever due to Orientia tsutsugamushi,,,Tsutsugamushi fever,
1C31,Spotted fever,,"A disease caused by an infection with the gram-negative bacteria Rickettsia. This disease is characterised by fever, eschar, or rash. Transmission is commonly through the bite of an infected tick.",,
1C31.0,Spotted fever due to Rickettsia rickettsii,,,Rocky Mountain spotted fever; Sao Paulo fever,
1C31.1,Spotted fever due to Rickettsia conorii,,,African tick typhus; Boutonneuse fever; Kenya tick typhus; Mediterranean tick fever,
1C31.2,Spotted fever due to Rickettsia sibirica,,,North Asian tick fever; Siberian tick typhus,
1C31.3,Spotted fever due to Rickettsia australis,,,Queensland tick typhus,
1C32,Rickettsialpox,,"An acute febrile disease caused by Rickettsia akari, which is transmitted from its rodent host by the house-mouse mite Liponyssoides sanguineus. An initial skin lesion at the site of a mite bite, often associated with lymphadenopathy, is followed by fever; a disseminated skin rash appears, which generally does not involve the palms and the soles, and lasts only a few days. Death is uncommon.",Kew Gardens spotted fever,
1C33,Q fever,,"A disease caused by an infection with the gram-negative bacteria Coxiella burnetti. This disease is characterised by fever, or may be asymptomatic. Transmission is by inhalation of the bacteria, contact with contaminated milk, urine, faeces, vaginal mucus, or semen of infected animals, or through the bite of an infected tick.",Infection due to Coxiella burnetii; Nine Mile fever; Quadrilateral fever,
1C40,Campylobacteriosis,,"Campylobacteriosis is caused by Campylobacter bacteria (curved or spiral, motile, non–spore-forming, Gram-negative rods). The disease is usually caused by C. jejuni, a spiral and comma shaped bacterium normally found in cattle, swine, and birds, where it is nonpathogenic, but the illness can also be caused by C. coli (also found in cattle, swine, and birds), C. upsaliensis (found in cats and dogs) and C. lari (present in seabirds in particular).",,
1C41,Bacterial infection of unspecified site,,,,"staphylococcal infection NOS; streptococcal infection NOS; Infection arising from device, implant or graft, not elsewhere classified; chlamydial infection NOS; meningococcal infection NOS; rickettsial infection NOS; spirochaetal infection NOS"
1C42,Melioidosis,,"A disease caused by the saprophytic environmental gram-negative bacterium Burkholderia pseudomallei which is found in soil or water in humid tropical regions of the world, especially South-East Asia and northern Australia. It has protean manifestations ranging from fulminant septicaemia with fatal outcome to chronic low grade infection.",,
1C43,Actinomycetoma,,"Actinomycetoma is a chronic progressive subcutaneous infection caused by implantation of aerobic branching actinomycetes through a skin wound. These organisms are filamentous bacteria which live as saprophytes in soil or on plants; the commonest infecting agents are Nocardia brasiliensis, Actinomadura madurae and Streptomyces somaliensis. The earliest stage of infection is a firm painless nodule but with time the whole area becomes hard and swollen with multiple papules, pustules and draining sinuses on the skin surface. Extension to underlying bones and joints can result in gross deformity.",Mycetoma due to filamentous bacteria,Eumycetoma
1C44,Non-pyogenic bacterial infections of the skin,,Skin infection by bacteria which do not characteristically induce pus formation.,,
1C45,Toxic shock syndrome,,,,endotoxic shock NOS
1C45.0,Streptococcal toxic shock syndrome,,,,
1C45.1,Staphylococcal toxic shock syndrome,,,,
1C60,Human immunodeficiency virus disease associated with tuberculosis,,,,
1C60.0,HIV disease clinical stage 1 associated with tuberculosis,,The clinical stages are based on the WHO clinical staging of established HIV infection.,,
1C60.1,HIV disease clinical stage 2 associated with tuberculosis,,The clinical stages are based on the WHO clinical staging of established HIV infection.,,
1C60.2,HIV disease clinical stage 3 associated with tuberculosis,,The clinical stages are based on the WHO clinical staging of established HIV infection.,,
1C60.3,HIV disease clinical stage 4 associated with tuberculosis,,,,
1C60.30,Kaposi sarcoma associated with human immunodeficiency virus disease associated with tuberculosis,,,,
1C61,Human immunodeficiency virus disease associated with malaria,,The clinical stages are based on the WHO clinical staging of established HIV infection.,,
1C61.0,HIV disease clinical stage 1 associated with malaria,,The clinical stages are based on the WHO clinical staging of established HIV infection.,,
1C61.1,HIV disease clinical stage 2 associated with malaria,,The clinical stages are based on the WHO clinical staging of established HIV infection.,,
1C61.2,HIV disease clinical stage 3 associated with malaria,,The clinical stages are based on the WHO clinical staging of established HIV infection.,,
1C61.3,HIV disease clinical stage 4 associated with malaria,,The clinical stages are based on the WHO clinical staging of established HIV infection.,,
1C61.30,Kaposi sarcoma associated with human immunodeficiency virus disease associated with malaria,,,,
1C62,Human immunodeficiency virus disease without mention of tuberculosis or malaria,,The clinical stages are based on the WHO clinical staging of established HIV infection.,,
1C62.0,HIV disease clinical stage 1 without mention of tuberculosis or malaria,,The clinical stages are based on the WHO clinical staging of established HIV infection.,,
1C62.1,HIV disease clinical stage 2 without mention of tuberculosis or malaria,,The clinical stages are based on the WHO clinical staging of established HIV infection.,,
1C62.2,HIV disease clinical stage 3 without mention of tuberculosis or malaria,,The clinical stages are based on the WHO clinical staging of established HIV infection.,,
1C62.3,HIV disease clinical stage 4 without mention of tuberculosis or malaria,,The clinical stages are based on the WHO clinical staging of established HIV infection.,,
1C62.30,Kaposi sarcoma associated with human immunodeficiency virus disease without mention of tuberculosis or malaria,,,,
1C80,"Viral encephalitis, not elsewhere classified",,,"Viral meningoencephalitis, not elsewhere classified",
1C81,Acute poliomyelitis,,"A disease of the nervous system, caused by human poliovirus. This disease commonly presents with a fever, sore throat, headache, vomiting, or stiffness of the neck and back. This disease may present with an acute onset of flaccid paralysis. Transmission is commonly by the faecal-oral route or direct contact. Confirmation is by identification of poliovirus in a faecal sample or by a lumbar puncture.",,
1C82,Rabies,,"A disease caused by infection with the rabies virus. This disease is characterised by fever, and headache, followed by neurological symptoms dominated by a furious or paralytic form.",,
1C83,Western equine encephalitis,,,,
1C84,Eastern equine encephalitis,,,,
1C85,Japanese encephalitis,,"A disease of the brain, caused by an infection with flavivirus. This disease is characterised by fever, headache, meningism, hyperexcitability, or decreased consciousness. This disease may also present with neurological signs such as cranial nerve palsies, tremor and ataxia, parkinsonism, or upper limb paralysis. Transmission is through the bite of an infected mosquito. Confirmation is by identification of flavivirus in a serum sample or cerebrospinal fluid.",,
1C86,St Louis encephalitis,,,,
1C87,Rocio viral encephalitis,,"A disease of the brain, caused by an infection with Rocio virus. In the first phase, this disease is characterised by a fever, headache, vomiting, or conjunctivitis; in the second phase, this disease is characterised by neurological symptoms and muscle weakness. Transmission is through the bite of an infected mosquito. Confirmation is by identification of Rocio virus in a serum or cerebrospinal fluid sample.",,
1C88,Murray Valley encephalitis,,"A disease of the brain, caused by an infection with Murray Valley encephalitis virus. This disease is characterised by fever, headache, nausea, vomiting, tiredness, or may be asymptomatic. Severe cases may present with confusion, fatigue, lack of coordination, or encephalitis. Transmission is through the bite of an infected mosquito. Confirmation is by detection of anti-Murray Valley encephalitis antibodies in a serum sample.",Australian encephalitis,
1C8B,California encephalitis,,,California meningoencephalitis,
1C8C,Venezuelan equine encephalitis,,,,
1C8D,La Crosse encephalitis,,,,
1C8E,"Viral meningitis, not elsewhere classified",,"Any disease of the meninges, caused by an infection with a viral source.",,
1C8E.1,Enteroviral meningitis,,"A disease of the meninges, caused by an infection with enterovirus. This disease is characterised by high fever, headache, vomiting, nausea, stiff neck, photophobia, drowsiness, skin rash, confusion, seizures, or loss of consciousness. This disease may be asymptomatic in older adults. Transmission is through haematogenous spread to the meninges. Confirmation is by identification of enterovirus through a lumbar puncture, by agglutination tests, or by polymerase chain reaction.",,
1C8E.2,Meningitis due to adenovirus,Viral meningitis due to Adenovirus,"A disease of the meninges, caused by an infection with adenovirus. This disease is characterised by high fever, headache, vomiting, nausea, stiff neck, photophobia, drowsiness, skin rash, confusion, seizures, or loss of consciousness. This disease may be asymptomatic in older adults. Transmission is through haematogenous spread to the meninges. Confirmation is by identification of adenovirus through a lumbar puncture, by agglutination tests, or by polymerase chain reaction.",,
1C8F,Lymphocytic choriomeningitis,,"A disease of the meninges, caused by an infection with lymphocytic choriomeningitis virus. This disease is characterised by fever, stiffness of the neck, malaise, lack of appetite, myalgia, headache, nausea, vomiting, or is asymptomatic. This disease may also present with cough, sore throat, arthralgia, testicular pain, or parotid pain. Transmission is by direct contact with body fluids from an infected rodent, through the bite of an infected rodent, or by droplet transmission. Confirmation is by identification of lymphocytic choriomeningitis virus in a blood or tissue sample.",,Encephalitis due to Lymphocytic choriomeningitis virus; meningoencephalitis due to Lymphocytic choriomeningitis virus
1C8G,Tick-borne encephalitis,,,,
1C8G.0,Far Eastern tick-borne encephalitis,,,,
1C8G.1,Central European tick-borne encephalitis,,,,
1C8G.2,Siberian tick-borne encephalitis,,,,
1C8H,"Viral myelitis, not elsewhere classified",,,,Myelitis due to human immunodeficiency disease
1D00,"Infectious encephalitis, not elsewhere classified",,"A disease of the brain, caused by an infection.",,
1D00.0,Bacterial encephalitis,,,,
1D00.1,Fungal encephalitis,,,,
1D00.2,Parasitic or protozoal encephalitis,,"A disease of the brain, caused by an infection with a parasitic or protozoal source.",,
1D01,"Infectious meningitis, not elsewhere classified",,"A disease of the meninges, caused by an infection.",,
1D01.0,Bacterial meningitis,,"Any disease of the meninges, caused by an infection with a bacterial source.",arachnoiditis bacterial; leptomeningitis bacterial; pachymeningitis bacterial,bacterial meningoencephalitis; bacterial meningomyelitis
1D01.00,Meningitis due to Haemophilus influenzae,,This is an infectious disease caused by the inflammation of the protective membranes covering the brain and spinal cord known as the meninges. It develops in response to a bacterial infection of the cerebrospinal fluid by Haemophilus influenzae.,,
1D01.1,Fungal meningitis,,"A disease of the meninges, caused by an infection with a fungal agent.",,
1D01.2,Parasitic or protozoal meningitis,,,,
1D01.3,Benign recurrent meningitis,,,,
1D02,"Infectious myelitis, not elsewhere classified",,"A disease of the spinal cord, caused by an infection.",,
1D02.0,Bacterial myelitis,,"Inflammation of the spinal cord caused by a bacterial organism. Common agents causing bacterial myelitis include Mycoplasma pneumoniae, Mycobacterium tuberculosis, Treponema pallidum, and Brucella.",,
1D02.2,Fungal myelitis,,"Inflammation of the spinal cord caused by fungal agents. Primary pathogens include Cryptococcus neoformans, Coccidioides immitis, Blastomyces dermatitides, Histoplasma capsulatum, Candida, and Aspergillus.",,
1D02.3,Parasitic myelitis,,,,
