Code,title,Fully Specified Name,Description,Inclusions,Exclusions
2A90.2,Chronic lymphoproliferative disorders of NK-cells,,Heterogeneous disorders with a chronic clinical course affecting predominantly adults and characterised by the proliferation of large granular lymphocytes with natural killer cell immunophenotype.,,
2A90.3,Aggressive NK cell leukaemia,,"A rare, highly aggressive, Epstein-Barr virus-associated leukaemia, also known as aggressive NK-cell leukaemia/lymphoma; it may represent the leukemic counterpart of nasal type extranodal NK/T-cell lymphomas. It affects primarily teenagers and young adults. It is characterised by the systemic proliferation of NK cells in the peripheral blood, bone marrow, liver, and spleen.",,
2A90.4,Systemic Epstein-Barr Virus-positive T-cell lymphoma of childhood,,This neoplasm of childhood is characterised by a clonal proliferation of EBV-infected T-cells with an activated cytotoxic phenotype. It can occur shortly after primary acute EBV infection or in the setting of chronic active EBV infection (CAEBV).,,
2A90.5,"Adult T-cell lymphoma or leukaemia, human T-cell lymphotropic virus type 1-associated",,"A peripheral (mature) T-cell neoplasm linked to the human T-cell leukaemia virus type 1 (HTLV-1). Adult T-cell leukaemia/lymphoma is endemic in several regions of the world, in particular Japan, the Caribbean, and parts of Central Africa.",,
2A90.6,"Extranodal NK/T-cell lymphoma, nasal type",,"An aggressive, predominantly extranodal, mature T-cell non-Hodgkin lymphoma. It is characterised by an often angiocentric and angiodestructive cellular infiltrate composed of Epstein-Barr Virus (EBV) positive NK/T cells. The nasal cavity is the most common site of involvement. Patients often present with midfacial destructive lesions (lethal midline granuloma). The disease may disseminate rapidly to various anatomic sites including the gastrointestinal tract, skin, testis, and cervical lymph nodes. It is also known as angiocentric T-cell lymphoma. The term polymorphic reticulosis has been widely used to describe the morphologic changes seen in this type of lymphoma. However, the latter term may also apply to lymphomatoid granulomatosis, which is an angiocentric and angiodestructive EBV positive B-cell lymphoproliferative disorder.",,
2A90.7,Enteropathy associated T-cell lymphoma,,"An uncommon mature T-cell lymphoma of intraepithelial lymphocytes. It usually arises from the small intestine, most commonly the jejunum or ileum. Other less frequent primary anatomic sites include the duodenum, stomach, colon, or outside the gastrointestinal tract. Type II of this lymphoma may occur sporadically outside the context of celiac disease.",Enteropathy type intestinal T-cell lymphoma; Intestinal T-cell lymphoma,
2A90.8,Hepatosplenic T-cell lymphoma,,"An extranodal, mature T-cell non-Hodgkin lymphoma that originates from cytotoxic T-cells, usually of gamma/delta T-cell type. It is characterised by the presence of medium-size neoplastic lymphocytes infiltrating the hepatic sinusoids. A similar infiltrating pattern is also present in the spleen and bone marrow that are usually involved at the time of the diagnosis.",,
2A90.9,Angioimmunoblastic T-cell lymphoma,,"A mature T-cell non-Hodgkin lymphoma, characterised by systemic disease and a polymorphous infiltrate involving lymph nodes and extranodal sites. The clinical course is typically aggressive.",AILD - [angioimmunoblastic lymphadenopathy with dysproteinaemia],
2A90.A,"Anaplastic large cell lymphoma, ALK-positive",,"A T-cell peripheral lymphoma composed of usually large, pleomorphic, CD30 positive T-lymphocytes with abundant cytoplasm characterised by the presence of a translocation involving the ALK gene and expression of ALK fusion protein. Most patients present with peripheral and/or abdominal lymphadenopathy, and often have advanced disease and extranodal involvement.","Anaplastic large cell lymphoma, CD30-positive",
2A90.B,"Anaplastic large cell lymphoma, ALK-negative",,"A T-cell peripheral lymphoma morphologically indistinguishable from anaplastic large cell lymphoma, ALK-positive. It is characterised by the absence of the translocation involving the ALK gene and lacks expression of ALK fusion protein.",,Primary cutaneous CD30-positive T-cell lymphoproliferative disorders
2A90.C,"Peripheral T-cell lymphoma, not otherwise specified",,"A heterogeneous category of nodal and extranodal mature T-cell lymphomas, which do not correspond to any of the specifically defined entities of mature T-cell lymphoma in the current classification.",Follicular variant Peripheral T-cell lymphoma; Lymphoepithelioid lymphoma; T-zone variant Peripheral T-cell lymphoma,
2B00,Subcutaneous panniculitis-like T-cell lymphoma,,"Subcutaneous panniculitis-like T-cell lymphoma is a neoplasm of alpha/beta, usually CD8+ T-cells, mainly confined to the subcutis, presenting clinically as subcutaneous nodules which are usually not ulcerated.",,
2B01,Mycosis fungoides,,A peripheral (mature) T-cell lymphoma presenting in the skin with patches/plaques or less commonly with tumours or erythroderma. It is characterised by epidermal and dermal infiltration of small to medium-sized T-cells with cerebriform nuclei.,Folliculotropic mycosis fungoides; Pagetoid reticulosis; Granulomatous slack skin,
2B02,Sézary syndrome,,"A generalised peripheral (mature) T-cell neoplasm characterised by the presence of erythroderma, lymphadenopathy, and neoplastic, cerebriform T-lymphocytes in the blood. Sézary syndrome is an aggressive disease.",,
2B03,Primary cutaneous CD30-positive T-cell lymphoproliferative disorders,,Primary skin disorders characterised immunohistologically by infiltration by neoplastic CD30+ lymphocytes.,,
2B03.0,Primary cutaneous CD30-positive anaplastic large cell lymphoma,,"An anaplastic large cell lymphoma that is limited to the skin at the time of diagnosis. Most patients present with solitary or localised skin lesions in a form of nodules or papules, which may be tumours. The t(2;5) translocation that is present in many cases of systemic anaplastic large cell lymphoma is not found in this disease.",,
2B03.1,Lymphomatoid papulosis,,"Lymphomatoid papulosis is a proliferation of T-cells, often clonal, characterised clinically by the appearance of crops of dome-shaped papules and nodules which tend to ulcerate and then heal with scarring.",,
2B30,Hodgkin lymphoma,,"Hodgkin lymphomas, previously known as Hodgkin's disease, characterised by the presence of large tumour cells in an abundant admixture of nonneoplastic cells. There are two distinct subtypes: nodular lymphocyte predominant Hodgkin lymphoma and classical Hodgkin lymphoma. Hodgkin lymphoma involves primarily lymph nodes.",,
2B30.0,Nodular lymphocyte predominant Hodgkin lymphoma,,"Nodular lymphocyte predominant Hodgkin lymphoma (NLPHL) is characterised by a nodular, or a nodular and diffuse proliferation of scattered large neoplastic cells known as popcorn or lymphocyte predominant cells (LP cells) —formerly called L&H cells for lymphocytic and/or histiocytic Reed-Sternberg cell variants. At present an overlap between NLPHL and T-cell-rich large B-cell lymphoma cannot be excluded.",,
2B30.1,Classical Hodgkin lymphoma,,"Classical Hodgkin lymphoma is a B-cell lymphoma characterised histologically by the presence of large mononuclear Hodgkin cells and multinucleated Reed-Sternberg (HRS) cells.

A monoclonal B-cell lymphoproliferation in the vast majority of cases. It is characterised by a bimodal age distribution (15-30 years of life and late life) and is often associated with EBV infection. In less than 5% of cases it is a monoclonal proliferation of T-lymphocytes. Morphologically, it is characterised by the presence of Reed-Sternberg cells and mononuclear Hodgkin cells. The Reed-Sternberg and mononuclear Hodgkin cells are CD30 positive in nearly all cases and CD15 positive in the majority of cases.","Classical Hodgkin lymphoma, type not specified",
2B30.10,Nodular sclerosis classical Hodgkin lymphoma,,A subtype of classical Hodgkin lymphoma characterised by collagen bands surrounding lymphoid nodules. The lymphoid nodules contain lacunar and Reed-Sternberg cells. Mediastinal involvement occurs in 80% of patients. The prognosis of nodular sclerosis Hodgkin lymphoma is slightly better than that of mixed cellularity or lymphocyte depleted subtype.,,
2B30.11,Lymphocyte-rich classical Hodgkin lymphoma,,,,
2B30.12,Mixed cellularity classical Hodgkin lymphoma,,A subtype of classical Hodgkin lymphoma with a mixed inflammatory stroma containing Hodgkin and Reed-Sternberg cells.,,
2B30.13,Lymphocyte depleted classical Hodgkin lymphoma,,,,
2B31,Histiocytic or dendritic cell neoplasms,,True histiocytic malignancies are vanishing diagnoses due to improved understanding of the provenance of malignant cells.,,
2B31.0,Juvenile xanthogranuloma,,"It is characterised by the presence of lipid-laden, foamy histiocytes and Touton-type giant cells in the dermis.",,
2B31.1,Histiocytic sarcoma,,,Malignant Histiocytosis,
2B31.2,Langerhans cell histiocytosis,,"A neoplastic proliferation of Langerhans cells which contain Birbeck granules by ultrastructural examination. Three major overlapping syndromes are recognised: eosinophilic granuloma, Letterer-Siwe disease, and Hand-Schuller-Christian disease. The clinical course is generally related to the number of organs affected at presentation.",Histiocytosis X,
2B31.20,Langerhans cell histiocytosis involving the skin,,,,
2B31.3,Langerhans cell sarcoma,,A neoplastic proliferation of Langerhans cells with overtly malignant cytologic features. It can be considered a higher grade variant of Langerhans cell histiocytosis (LCH) and it can present de novo or progress from antecedent LCH.,,
2B31.4,Interdigitating dendritic cell sarcoma,,A neoplastic proliferation of spindle to ovoid cells which show phenotypic features similar to those of interdigitating dendritic cells. The clinical course is generally aggressive.,,
2B31.5,Follicular dendritic cell sarcoma,,"A neoplasm composed of spindle to ovoid cells which have morphologic and immunophenotypic characteristics of follicular dendritic cells. It affects lymph nodes and other sites including the tonsils, gastrointestinal tract, spleen, liver, soft tissues, skin, and oral cavity. It usually behaves as a low grade sarcoma. Recurrences have been reported in up to half of the cases.",,
2B31.6,Indeterminate cell histiocytosis,,"A very rare dendritic cell tumour composed of spindle to ovoid cells with a phenotype that is similar to the Langerhans cells. Patients usually present with cutaneous papules, nodules, and plaques. Systemic symptoms are usually absent. The clinical course is variable.",,
2B31.7,Fibroblastic reticular cell tumour,,"A very rare dendritic cell tumour affecting the lymph nodes, spleen, and soft tissues. Morphologically it is similar to the interdigitating dendritic cell sarcoma or follicular dendritic cell sarcoma. The tumour cells are positive for cytokeratin and CD68. Clinical outcome is variable.",,
2B32,Immunodeficiency-associated lymphoproliferative disorders,,"Post-transplant lymphoproliferative disorder (PTLD) is a polyclonal (benign) or clonal (malignant) proliferation of lymphoid cells that develops as a consequence of immunosuppression in a recipient of a solid organ or bone marrow allograft. PTLDs comprise a spectrum ranging from early, Epstein-Barr virus (EBV)-driven polyclonal lymphoid proliferations to EBV-positive or EBV-negative lymphomas of predominantly B-cell or less often T-cell type. In other immunodeficiency-associated lymphoproliferative disorders, association with EBV is less pronounced.",PTLD - [Post transplant lymphoproliferative disorder],
2B32.0,"Post-transplant lymphoproliferative disorder, early lesion",,A lymphoproliferative disorder arising as a result of post-transplant immunosuppression therapy. It is characterised by the lack of tissue destruction and the architectural preservation of the involved tissues. It includes two morphologic variants: plasmacytic hyperplasia and infectious mononucleosis-like lymphoproliferative disorders.,,
2B32.1,Reactive plasmacytic hyperplasia,,,,
2B32.2,"Post-transplant lymphoproliferative disorder, Infectious mononucleosis-like",,,,
2B32.3,Polymorphic post-transplant lymphoproliferative disorder,,,,
2B33,Malignant haematopoietic neoplasms without further specification,,,,
2B33.0,"Acute leukaemia, not elsewhere classified",,,,
2B33.1,Myeloid leukaemia,,,,
2B33.2,"Chronic myeloid leukaemia, not elsewhere classified",,,,
2B33.3,"Lymphoid leukaemia, not elsewhere classified",,,,
2B33.4,"Leukaemia, unspecified",,,,
2B33.5,"Malignant lymphoma, not elsewhere classified",,,,
2B50,"Chondrosarcoma, primary site",,,,"Osteosarcoma, primary site"
2B50.0,Chondrosarcoma of bone or articular cartilage of limbs,,,,
2B50.1,Chondrosarcoma of bone or articular cartilage of pelvis,,,,
2B50.2,"Chondrosarcoma of bone or articular cartilage of ribs, sternum or clavicle",,,,
2B51,"Osteosarcoma, primary site",,"A usually aggressive malignant bone-forming mesenchymal tumour, predominantly affecting adolescents and young adults. It usually involves bones and less frequently extraosseous sites. It often involves the long bones (particularly distal femur, proximal tibia, and proximal humerus). Pain with or without a palpable mass is the most frequent clinical symptom. It may spread to other anatomic sites, particularly the lungs.",,
2B51.0,Osteosarcoma of bone or articular cartilage of jaw,,,,
2B51.1,Osteosarcoma of bone or articular cartilage of limbs,,,,
2B51.2,Osteosarcoma of bone or articular cartilage of pelvis,,,,
2B52,"Ewing sarcoma, primary site",,"A small round cell tumour that lacks morphologic, immunohistochemical, and electron microscopic evidence of neuroectodermal differentiation. It represents one of the two ends of the spectrum called Ewing's sarcoma/peripheral neuroectodermal tumour. It affects mostly males under age 20, and it can occur in soft tissue or bone. Pain and the presence of a mass are the most common clinical symptoms.",,
2B52.0,Ewing sarcoma of bone or articular cartilage of limbs,,,,
2B52.1,Ewing sarcoma of bone or articular cartilage of pelvis,,,,
2B52.2,Ewing sarcoma of bone or articular cartilage of ribs,,,,
2B52.3,Ewing sarcoma of soft tissue,,"A rare malignant neoplasm of the soft tissues. It is typically a disease of children and young adults. It is characterised by t(11:22) (q24: q12) resulting in the expression of EWS/FLI-1 chimeric transcript. Most commonly occurs in the paravertebral region, chest wall, pelvis and lower extremities.",,
2B53,"Fibroblastic or myofibroblastic tumour, primary site",,,,
2B53.0,"Myxofibrosarcoma, primary site",,,,
2B53.1,Fibroblastic or myofibroblastic tumour of skin,,,,
2B54,"Undifferentiated pleomorphic sarcoma, primary site",,Undifferentiated pleomorphic sarcoma is a high-grade sarcoma composed of pleomorphic spindled or epithelioid cells with no areas of differentiation that would indicate a specific subset of sarcoma.,,
2B54.0,Undifferentiated pleomorphic sarcoma of skin,,A rare malignant neoplasm arising from the skin. It is characterised by the presence of spindle cells in a storiform pattern and histiocytes with abundant cytoplasm.,malignant fibrous histiocytoma of skin,
2B54.1,Undifferentiated pleomorphic sarcoma of retroperitoneum or peritoneum,,,,
2B55,"Rhabdomyosarcoma, primary site",,Rhabdomyosarcoma is a malignant soft tissue tumour which develops from cells of striated muscle. It is the most common form of tumour found in children and adolescents.,,
2B55.0,Rhabdomyosarcoma of the oral cavity or pharynx,,,,
2B55.1,Rhabdomyosarcoma of respiratory or intrathoracic organs,,,,
2B55.2,Rhabdomyosarcoma of male genital organs,,,,
2B56,"Angiosarcoma, primary site",,,,
2B56.0,Angiosarcoma of heart,,,,
2B56.1,Angiosarcoma of skin,,"A malignant tumour arising from the endothelial cells of the blood vessels. Microscopically, it is characterised by frequently open vascular anastomosing and branching channels. The malignant cells that line the vascular channels are spindle or epithelioid and often display hyperchromatic nuclei. Angiosarcomas most frequently occur in the skin and breast. Patients with long-standing lymphoedema are at increased risk of developing angiosarcoma.",,
2B56.2,Angiosarcoma of breast,,A malignant vascular neoplasm arising from the breast.,,
2B56.3,Angiosarcoma of liver,,A malignant vascular neoplasm arising from the liver.,Kupffer cell sarcoma of liver,
2B57,"Kaposi sarcoma, primary site",,A malignant neoplasm characterised by a vascular proliferation which usually contains blunt endothelial cells. Erythrocyte extravasation and hemosiderin deposition are frequently present. The most frequent site of involvement is the skin; however it may also occur internally. It generally develops in people with compromised immune systems including those with acquired immune deficiency syndrome (AIDS).,,
2B57.0,Kaposi sarcoma of lung,,,,
2B57.1,Kaposi sarcoma of skin,,"A Kaposi sarcoma arising from the skin. It presents with patches, plaques, or nodules.",,
2B57.2,Kaposi sarcoma of gastrointestinal sites,,,,
2B58,"Leiomyosarcoma, primary site",,,,
2B58.0,Leiomyosarcoma of retroperitoneum or peritoneum,,,,
2B58.1,Leiomyosarcoma of uterus,,,,
2B58.2,Leiomyosarcoma of stomach,,This is a malignant nonepithelial tumour that arises from cells lining the stomach that develop into smooth-muscle.,,
2B59,"Liposarcoma, primary site",,"Liposarcoma, a type of soft tissue sarcoma, describes a group of lipomatous tumours of varying severity ranging from slow-growing to aggressive and metastatic. Liposarcomas are most often located in the lower extremities or retroperitoneum, but they can also occur in the upper extremities, neck, peritoneal cavity, spermatic cord, breast, vulva and axilla.",,
2B59.0,Liposarcoma of soft tissue of limb,,,,
2B59.1,Liposarcoma of retroperitoneum or peritoneum,,,,
2B59.2,Liposarcoma of male genital organs,,,,
2B5A,"Synovial sarcoma, primary site",,"A malignant neoplasm characterised by the chromosomal translocation t(X;18)(p11;q11). It can occur at any age, but mainly affects young adults, more commonly males. Although any site can be affected, the vast majority of the cases arise in the deep soft tissues of extremities, especially around the knee. Microscopically, synovial sarcoma is classified as monophasic (with a spindle or epithelial cell component) or biphasic (with both spindle and epithelial cell components). Synovial sarcomas can recur or metastasize to the lungs, bones, and lymph nodes.",,
2B5A.0,Synovial sarcoma of soft tissues of limb,,,,
2B5A.1,Synovial sarcoma of respiratory or intra-thoracic organs,,,,
2B5B,"Gastrointestinal stromal tumour, primary site",,"This is the most common mesenchymal tumour that arises in the gastrointestinal tract. It is generally immunohistochemically positive for CD117 (KIT), phenotypically paralleling Cajal-cell differentiation, and most examples contain KIT- or PDGFRA-activating mutations. It is most frequent in the stomach and to a lesser degree in the small intestine. The prognosis depends on the tumour size and the mitotic activity.",,
2B5B.0,Gastrointestinal stromal tumour of stomach,,"A gastrointestinal stromal tumour that arises from the stomach. It covers a spectrum of benign to malignant mesenchymal neoplasms and includes most gastric smooth muscle tumours, leiomyoblastomas, and tumours formerly called gastrointestinal autonomic nerve tumours.",,
2B5B.1,Gastrointestinal stromal tumour of small intestine,,A gastrointestinal stromal tumour that arises from the small intestine. It usually affects adults over fifty years of age. The majority of cases have spindle cell morphology. The prognosis depends on the tumour size and the mitotic activity.,,
2B5C,"Endometrial stromal sarcoma, primary site",,"A malignant, infiltrating mesenchymal tumour arising from the uterine corpus, cervix, vagina, and the ovary. Based on its morphologic characteristics, it is classified as either a low grade or an undifferentiated (high grade) stromal sarcoma. The low grade endometrioid stromal sarcoma is characterised by the presence of oval to spindle-shape cells that resemble the cells of the endometrial stroma, without evidence of significant atypia and pleomorphism. Numerous small vessels are also present. The undifferentiated stromal sarcoma is characterised by an aggressive clinical course, the presence of significant cellular atypia, pleomorphism, and high mitotic activity.",,
2B5D,"Malignant mixed epithelial mesenchymal tumour, primary site",,,,
2B5D.0,Malignant mixed epithelial mesenchymal tumour of ovary,,"Malignant mixed epithelial mesenchymal tumour of the ovary is a rare and very aggressive neoplasm presenting most commonly in postmenopausal women and is composed of adenocarcinomatous and sarcomatous elements and, depending on the types of these elements, can be classified as homologous or heterologous. It often has a poor prognosis.",,
2B5D.1,Malignant mixed epithelial and mesenchymal tumour of corpus uteri,,"A primary malignant neoplasm of the uterine corpus characterised by the presence of an epithelial and a mesenchymal component. This category includes carcinosarcoma, carcinofibroma, and adenosarcoma.",,
2B5E,"Malignant nerve sheath tumour of peripheral nerves or autonomic nervous system, primary site",,,,Malignant peripheral nerve sheath tumour of cranial or paraspinal nerves
2B5F,"Sarcoma, not elsewhere classified, primary site",,,,
2B5F.0,"Sarcoma, not elsewhere classified of uterus",,,,
2B5F.1,"Sarcoma, not elsewhere classified of retroperitoneum or peritoneum",,,,
2B5F.10,Myosarcomas of omentum,,,,
2B5F.2,"Sarcoma, not elsewhere classified of other specified sites",,,,
2B5F.3,"Sarcoma, not elsewhere classified, primary site unknown",,,,
2B5G,"Myosarcoma of uterus, part not specified",,,,
2B5H,"Well differentiated lipomatous tumour, primary site",,,,
2B5J,Malignant miscellaneous tumours of bone or articular cartilage of other or unspecified sites,,,,Neoplasms of haematopoietic or lymphoid tissues
2B5K,Unspecified malignant soft tissue tumours or sarcomas of bone or articular cartilage of other or unspecified sites,,,,
2B60,Malignant neoplasms of lip,,Malignant neoplasms originating from the transitional epithelium of the lip (excluding oral mucosa and skin of the outer lip) or from the underlying anatomical structures (e.g. orbicularis oris muscle).,,Malignant mesenchymal neoplasms; Malignant neoplasm of skin of lip
2B60.0,Basal cell carcinoma of lip,,A basal cell carcinoma arising from the lip.,,
2B60.1,Squamous cell carcinoma of lip,,"Squamous cell carcinoma located on or originating in the mucosa or vermilion of the lip, including the vermilion border but excluding the skin of the lip.",,Squamous cell carcinoma of skin of lip
2B61,Malignant neoplasms of base of tongue,,"A primary neoplasm involving the base of the tongue, often associated with chronic alcohol and tobacco use, older age, certain geographic locations, a family history of upper aerodigestive tract cancers and/or certain nutritional deficiencies and infectious agents.",,Malignant mesenchymal neoplasms
2B61.0,Squamous cell carcinoma of the base of the tongue,,"A carcinoma that arises from the base of the tongue. Representative examples include squamous cell carcinoma, adenoid cystic carcinoma, and mucoepidermoid carcinoma.",,
2B62,Malignant neoplasms of other or unspecified parts of tongue,,,,Malignant mesenchymal neoplasms
2B62.0,Squamous cell carcinoma of other or unspecified parts of tongue,,,,
2B62.1,Malignant neoplasms of lingual tonsil,,,,
2B62.10,Squamous cell carcinoma of lingual tonsil,,,,
2B63,Malignant neoplasms of gum,,,,Malignant mesenchymal neoplasms; Benign osteogenic tumours of bone or articular cartilage of lower jaw; Benign osteogenic tumours of bone or articular cartilage of skull or face
2B63.0,Squamous cell carcinoma of gum,,,,
2B64,Malignant neoplasms of floor of mouth,,,,Malignant mesenchymal neoplasms
2B64.0,Squamous cell carcinoma of floor of mouth,,,,
2B65,Malignant neoplasms of palate,,,,Malignant mesenchymal neoplasms
2B65.0,Adenocarcinoma of palate,,,,
2B65.1,Squamous cell carcinoma of palate,,,,
2B66,Malignant neoplasms of other or unspecified parts of mouth,,,,Malignant mesenchymal neoplasms
2B66.0,Squamous cell carcinoma of other or unspecified parts of mouth,,,,
2B67,Malignant neoplasms of parotid gland,,"Salivary gland tumours can show a striking range of morphological diversity between different tumour types and sometimes within an individual tumour mass. In addition, hybrid tumours, dedifferentiation and the propensity for some benign tumours to progress to malignancy can confound histopathological interpretation. These features, together with the relative rarity of a number of tumours, can sometimes make diagnosis difficult, despite the abundance of named tumour entities. The increasing use of pre-operative fine needle aspiration biopsies also needs to be taken into account, as artifactual changes may be superimposed on the tumours. Unfortunately, the morphological variability of these tumours is mirrored by the immunocytochemical profiles, so that special stains are rarely useful in routine diagnosis of salivary gland epithelial neoplasms.",,Malignant mesenchymal neoplasms
2B67.0,Adenocarcinoma of parotid gland,,,,
2B67.1,Squamous cell carcinoma of parotid gland,,,,
2B68,Malignant neoplasms of submandibular or sublingual glands,,"Salivary gland tumours can show a striking range of morphological diversity between different tumour types and sometimes within an individual tumour mass. In addition, hybrid tumours, dedifferentiation and the propensity for some benign tumours to progress to malignancy can confound histopathological interpretation. These features, together with the relative rarity of a number of tumours, can sometimes make diagnosis difficult, despite the abundance of named tumour entities. The increasing use of pre-operative fine needle aspiration biopsies also needs to be taken into account, as artifactual changes may be superimposed on the tumours. Unfortunately, the morphological variability of these tumours is mirrored by the immunocytochemical profiles, so that special stains are rarely useful in routine diagnosis of salivary gland epithelial neoplasms.",,Malignant mesenchymal neoplasms; Malignant neoplasms of parotid gland
2B68.0,Adenocarcinoma of submandibular or sublingual glands,,,,
2B68.1,Squamous cell carcinoma of submandibular or sublingual glands,,,,
2B68.2,Other specified malignant neoplasms of submandibular or sublingual glands,,,,
2B69,Malignant neoplasms of tonsil,,,,Malignant mesenchymal neoplasms
2B69.0,Squamous cell carcinoma of tonsil,,,,
2B69.1,Other specified malignant neoplasms of tonsil,,,,
2B6A,Malignant neoplasms of oropharynx,,Malignant neoplasms of the oral cavity and pharynx,,Malignant mesenchymal neoplasms; Malignant neoplasms of palate; Malignant neoplasms of tonsil
2B6A.0,Squamous cell carcinoma of oropharynx,,"A squamous cell carcinoma arising from the oropharynx. It predominantly affects adults in their fifth and sixth decades of life and is associated with alcohol and tobacco use. Human papillomavirus is present in approximately half of the cases. It is characterised by a tendency to metastasize early to the lymph nodes. When the tumour is small, patients are often asymptomatic. Physical examination may reveal erythematous or white lesions or plaques. The majority of patients present with locally advanced disease. Signs and symptoms include mucosal ulceration, pain, bleeding, weight loss, neck swelling, and difficulty speaking, chewing, and swallowing. Patients may also present with swollen neck lymph nodes without any symptoms from the oropharyngeal tumour. The most significant prognostic factors are the size of the tumour and the lymph nodes status.",,
2B6B,Malignant neoplasms of nasopharynx,,"A wide variety of tumours can arise in the nasopharynx, but it is nasopharyngeal carcinoma that has fascinated generations of oncologists, pathologists, scientists and epidemiologists. It shows marked geographic differences, with highest incidence rates in Southern China. In some endemic areas, the incidence has declined by about 30% over the years 2000-2020, suggesting that environmental or lifestyle factors may play a major role and that the disease is, to some extent, preventable. 
Nasopharyngeal carcinoma shows a very strong association with Epstein-Barr virus (EBV) infection, irrespective of the ethnic origin of the patients. This association has pioneered a new paradigm of utilizing viral serological tests for the diagnosis of cancer and for screening in high-risk populations. Nasopharyngeal carcinoma is generally responsive to radiation therapy, and the clinical outcome has greatly improved over the years, due to refinements in staging and to improved therapy protocols. The unusual and often deceptive histological features of nasopharyngeal carcinoma have generated controversies over the nature of the tumour and still pose a challenge to surgical pathologists. There have possibly been more names invented for the various histological subtypes of nasopharyngeal carcinoma than any other tumour type.",,Malignant mesenchymal neoplasms
2B6B.0,Squamous cell carcinoma of nasopharynx,,,,
2B6B.1,"Malignant epithelial neoplasms of nasopharynx, unspecified type",,,,
2B6B.2,Malignant neoplasms of pharyngeal tonsil,,,,
2B6B.20,Squamous cell carcinoma of pharyngeal tonsil,,,,
2B6B.21,Other or unspecified malignant epithelial neoplasm of pharyngeal tonsil,,,,
2B6C,Malignant neoplasms of piriform sinus,,,,Malignant mesenchymal neoplasms
2B6C.0,Squamous cell carcinoma of piriform sinus,,,,
2B6D,Malignant neoplasms of hypopharynx,,A malignant neoplasm arising in the hypopharynx.,,Malignant mesenchymal neoplasms; Malignant neoplasms of piriform sinus
2B6D.0,Squamous cell carcinoma and variants of hypopharynx,,"A squamous cell carcinoma arising from the hypopharynx. Signs and symptoms include dysphagia, hemoptysis, and the presence of a neck mass.",,
2B6E,"Malignant neoplasms of other or ill-defined sites in the lip, oral cavity or pharynx",,,,Malignant mesenchymal neoplasms; Malignant neoplasm of oral cavity NOS
2B6E.0,"Squamous cell carcinoma of other or ill-defined sites in the lip, oral cavity or pharynx",,,,
2B70,Malignant neoplasms of oesophagus,,A primary malignant neoplasm involving the oesophagus,,Malignant neoplasm metastasis in the oesophagus; Malignant mesenchymal neoplasms
2B70.0,Adenocarcinoma of oesophagus,,"A malignant tumour with glandular differentiation arising predominantly from Barrett mucosa in the lower third of the esophagus. Grossly, esophageal adenocarcinomas are similar to esophageal squamous cell carcinomas. Microscopically, adenocarcinomas arising in the setting of Barrett esophagus are typically papillary and/or tubular. The prognosis is poor.",,
2B70.00,Barrett adenocarcinoma,,Barrett adenocarcinoma is defined as adenocarcinoma of lower oesophagus and gastroesophageal junction associated with Barrett's oesophagus.,,
2B70.1,Squamous cell carcinoma of oesophagus,,"A squamous cell carcinoma arising from the esophagus. It can be associated with a long history of tobacco and alcohol abuse and is exceedingly rare before the age of 30. The median age is around 65 in both males and females, but the incidence in males is much higher than in females. It is located mostly in the middle and lower third of the esophagus. Grossly, polypoid, ulcerated, plaque-like and occult lesions have been described. The microscopic features are the same as in other squamous cell carcinomas. Any degree of differentiation may occur, and variation within a single tumour is common. The prognosis is poor.",,
2B71,Malignant neoplasms of oesophagogastric junction,,"Malignant neoplasms that arise from the cells of the oesophagogastric junction (OGJ), which is defined as the point at which the oesophagus ends and the stomach begins. This mainly defines adenocarcinomas that straddle the junction of the oesophagus and stomach. This definition includes many tumours formally called cancers of the gastric cardia.",,Malignant mesenchymal neoplasms
2B71.0,Adenocarcinoma of oesophagogastric junction,,"An adenocarcinoma that arises from and straddles the junction of the stomach and esophagus. The category of adenocarcinomas of the gastroesophageal junction also includes the majority of adenocarcinomas previously called gastric cardia adenocarcinomas. Squamous cell carcinomas that affect or cross the junction of the stomach and esophagus are classified as carcinomas of the distal esophagus. Adenocarcinoma of the gastroesophageal junction occurs more often in Caucasian middle aged and elderly males. Clinical signs and symptoms include dysphagia, abdominal pain, and weight loss. The prognosis depends on the completeness of the surgical resection, the number of lymph nodes involved by cancer, and the presence or absence of postoperative complications.",,
2B72,Malignant neoplasms of stomach,,A primary or metastatic malignant neoplasm [primary malignant neoplasm spreading elsewhere] involving the stomach.,,Malignant mesenchymal neoplasms; Malignant neoplasm metastasis in stomach
2B72.0,Adenocarcinoma of stomach,,"An adenocarcinoma arising from the stomach glandular epithelium. Gastric adenocarcinoma is primarily a disease of older individuals. It most commonly develops after a long period of atrophic gastritis and is strongly associated with Helicobacter pylori infection. The lack of early symptoms often delays the diagnosis of gastric cancer. The majority of patients present with advanced tumours which have poor rates of curability. Microscopically, two important histologic types of gastric adenocarcinoma are recognised: the intestinal and diffuse type. The overall prognosis of gastric adenocarcinomas is poor, even in patients who receive a curative resection.",,
2B72.1,Malignant neuroendocrine neoplasm of stomach,,A neoplasm with neuroendocrine differentiation that arises from the stomach. It includes well differentiated neuroendocrine tumours (low and intermediate grade) and poorly differentiated neuroendocrine carcinomas (high grade).,carcinoid and other malignant neuroendocrine neoplasms,
